"drug_concept_name","drug_concept_id","UCLH","UHB"
"Docetaxel 20mg/1ml solution for infusion vials",21291550,"95","<=10"
"Docetaxel 80mg/4ml solution for infusion vials",21179674,"35","<=10"
"Docusate 100mg capsules",21237144,"31333","<=10"
"Docusate 12.5mg/5ml oral solution sugar free",40698098,"27","<=10"
"Docusate 50mg/5ml oral solution sugar free",21274238,"5763","<=10"
"Docusate sodium",21252973,"<=10","123602"
"Dolutegravir 50mg tablets",21309998,"1153","<=10"
"Domperidone",21216462,"<=10","5629"
"Domperidone 10mg tablets",21274390,"21283","<=10"
"Domperidone 1mg/ml oral suspension sugar free",21311566,"729","<=10"
"Donepezil",21272184,"<=10","2341"
"Donepezil 10mg orodispersible tablets sugar free",21217731,"<=10","<=10"
"Donepezil 10mg tablets",21218527,"1207","<=10"
"Donepezil 5mg tablets",21218526,"630","<=10"
"Dopamine",21234988,"<=10","16355"
"Dornase alfa",21290898,"<=10","13"
"Dornase alfa 1mg/ml nebuliser liquid 2.5ml ampoules",21255439,"<=10","<=10"
"Dorzolamide",21290817,"<=10","1210"
"Dorzolamide + Timolol",21290818,"<=10","5635"
"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops",21274376,"1177","<=10"
"Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free",21180177,"514","<=10"
"Dorzolamide 20mg/ml eye drops",21237156,"270","<=10"
"Dosulepin",21290770,"<=10","674"
"Dosulepin 25mg capsules",21255761,"101","<=10"
"Dosulepin 75mg tablets",21293034,"101","<=10"
"Doublebase gel",21312604,"<=10","3016"
"Doxapram-containing product",4151498,"<=10","<=10"
"Doxapram 100mg/5ml solution for injection ampoules",36815828,"11","<=10"
"Doxazosin",21234989,"<=10","19953"
"Doxazosin 1mg tablets",21293037,"3353","<=10"
"Doxazosin 2mg tablets",21274370,"4195","<=10"
"Doxazosin 4mg modified-release tablets",21255733,"136","<=10"
"Doxazosin 4mg tablets",21237169,"7053","<=10"
"Doxazosin 8mg modified-release tablets",21311713,"38","<=10"
"Doxazosin 8mg tablets",36815836,"<=10","<=10"
"Doxepin",21197771,"<=10","137"
"Doxepin 25mg capsules",21311552,"<=10","<=10"
"Doxepin 50mg capsules",21180996,"15","<=10"
"Doxorubicin",21290819,"<=10","107"
"Doxorubicin (liposomal)",21290919,"<=10","<=10"
"Doxorubicin 10mg/5ml solution for injection vials",21180654,"1520","<=10"
"Doxorubicin 50mg/25ml solution for injection vials",21236704,"360","<=10"
"Doxorubicin liposomal pegylated 20mg/10ml solution for infusion vials",21217103,"167","<=10"
"Doxycycline",21216463,"<=10","6806"
"Doxycycline 100mg capsules",21311503,"3403","<=10"
"Doxycycline 100mg dispersible tablets",21218495,"461","<=10"
"Doxycycline 100mg/5ml solution for injection ampoules",21254863,"20","<=10"
"Doxycycline 40mg modified-release capsules",36815781,"<=10","<=10"
"Doxycycline 50mg capsules",21236994,"76","<=10"
"Dronabinol 2.7mg/dose / Cannabidiol 2.5mg/dose oromucosal spray",21236490,"86","<=10"
"Droperidol",21272173,"<=10","34"
"Droperidol-containing product",4132293,"<=10","<=10"
"Droxidopa-containing product",4140140,"<=10","133"
"Dulaglutide-containing product",37017753,"<=10","44"
"Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices",21198201,"<=10","<=10"
"Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices",21179375,"18","<=10"
"Duloxetine",21197755,"<=10","5275"
"Duloxetine 20mg gastro-resistant capsules",21311027,"598","<=10"
"Duloxetine 30mg gastro-resistant capsules",21199160,"1417","<=10"
"Duloxetine 40mg gastro-resistant capsules",21255092,"163","<=10"
"Duloxetine 60mg gastro-resistant capsules",21273542,"1386","<=10"
"DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler",21316605,"453","<=10"
"DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler",21298072,"487","<=10"
"Durvalumab 120mg/2.4ml solution for infusion vials",36815853,"20","<=10"
"Durvalumab 500mg/10ml solution for infusion vials",36815855,"28","<=10"
"Dutasteride",21197756,"<=10","444"
"Dutasteride 500microgram capsules",21311278,"194","<=10"
"E45 Itch Relief cream",21256557,"<=10","19"
"Eculizumab 300mg/30ml solution for infusion vials",36815863,"24","<=10"
"Edoxaban-containing product",37018240,"<=10","2391"
"Edoxaban 30mg tablets",21179353,"158","<=10"
"Edoxaban 60mg tablets",21235370,"227","<=10"
"Efavirenz 200mg capsules",21255313,"<=10","<=10"
"Efavirenz 600mg / Emtricitabine 200mg / Tenofovir disoproxil 245mg tablets",21179921,"30","<=10"
"Efavirenz 600mg tablets",21236629,"61","<=10"
"Effercitrate tablets",21182183,"<=10","12"
"Eicosapentaenoic acid 460mg / Docosahexaenoic acid 380mg capsules",21311285,"269","<=10"
"Elemental 028 Extra liquid",21401286,"64","<=10"
"Elemental 028 Extra powder",21340130,"15","<=10"
"Elleste Duet Conti tablets",21256584,"<=10","<=10"
"Elleste Solo MX 40 transdermal patches",21181958,"<=10","<=10"
"Eltrombopag",21272399,"<=10","231"
"Eltrombopag 25mg tablets",21179682,"179","<=10"
"Eltrombopag 50mg tablets",21272920,"250","<=10"
"Eltrombopag 75mg tablets",21235423,"76","<=10"
"Emla 5% cream",21242176,"<=10","<=10"
"Emollin aerosol spray",21471509,"<=10","<=10"
"Empagliflozin",21309753,"<=10","671"
"Empagliflozin + Metformin",21309768,"<=10","18"
"Empagliflozin 10mg tablets",21216954,"639","<=10"
"Empagliflozin 12.5mg / Metformin 1g tablets",21309924,"<=10","<=10"
"Empagliflozin 25mg tablets",21216955,"62","<=10"
"Empagliflozin 5mg / Metformin 850mg tablets",21291214,"<=10","14"
"Emtricitabine 200mg / Tenofovir 245mg tablets",21236322,"475","<=10"
"Emtricitabine 200mg / Tenofovir alafenamide 10mg tablets",40698251,"140","<=10"
"Emtricitabine 200mg / Tenofovir alafenamide 25mg tablets",40698249,"539","<=10"
"Emtricitabine 200mg capsules",21311097,"<=10","<=10"
"Emulsifying ointment",21181099,"86","150"
"Emulsifying ointment 50% / Liquid paraffin 50% ointment",21272879,"<=10","<=10"
"Enalapril",21290809,"<=10","833"
"Enalapril 10mg tablets",21293031,"205","<=10"
"Enalapril 2.5mg tablets",21181134,"205","<=10"
"Enalapril 20mg tablets",21181136,"341","<=10"
"Enalapril 5mg tablets",21274369,"612","<=10"
"Encorafenib 50mg capsules",36815874,"<=10","<=10"
"Encorafenib 75mg capsules",36815876,"25","<=10"
"Enoxaparin",21272336,"<=10","253510"
"Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes",36815878,"3137","<=10"
"Enoxaparin sodium 120mg/0.8ml solution for injection pre-filled syringes",36815879,"1769","<=10"
"Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes",36815880,"114575","<=10"
"Enoximone 100mg/20ml solution for injection ampoules",21311317,"2159","<=10"
"Enshake oral powder 96.5g sachets",21370959,"18","<=10"
"Ensure Compact liquid",21432354,"25526","<=10"
"Ensure Plus Advance liquid",21483497,"372","<=10"
"Ensure Plus Creme",21462497,"792","<=10"
"Ensure Plus Fibre liquid",21401278,"390","<=10"
"Ensure Plus Juce liquid",21472731,"5459","<=10"
"Ensure Plus milkshake style liquid",21391059,"20645","<=10"
"Ensure Plus savoury liquid",21462252,"23","<=10"
"Ensure Plus yoghurt style liquid",21482962,"33","<=10"
"Ensure TwoCal liquid",21391060,"14109","<=10"
"Entacapone",21197759,"<=10","444"
"Entacapone 200mg tablets",21181062,"586","<=10"
"Entecavir",21272359,"<=10","492"
"Entecavir 500microgram tablets",21273444,"299","<=10"
"Entecavir 50micrograms/ml oral solution sugar free",21235798,"40","<=10"
"Enzalutamide",21272430,"<=10","414"
"Enzalutamide 40mg capsules",21179459,"29","<=10"
"Epaderm cream",21370060,"<=10","<=10"
"Ephedrine",21309473,"<=10","26"
"Ephedrine 0.5% nasal drops",21180990,"<=10","<=10"
"Ephedrine 30mg/10ml solution for injection pre-filled syringes",21254395,"5466","<=10"
"Ephedrine 30mg/1ml solution for injection ampoules",36815883,"32","<=10"
"Ephedrine hydrochloride 15mg tablets",21181001,"172","<=10"
"Epimax isomol gel",21444255,"<=10","<=10"
"Epimax original cream",21463986,"18","<=10"
"Epinephrine-containing product",4276507,"<=10","<=10"
"Epirubicin",21309523,"<=10","<=10"
"Epirubicin 10mg/5ml solution for injection vials",36815894,"255","<=10"
"Epirubicin 50mg/25ml solution for injection vials",36815896,"16","<=10"
"Eplerenone",21197807,"<=10","2080"
"Eplerenone 25mg tablets",21292298,"665","<=10"
"Eplerenone 50mg tablets",21180376,"40","<=10"
"Epoetin alfa",21290811,"<=10","12"
"Epoetin alfa 10,000units/1ml solution for injection pre-filled syringes",36815905,"<=10","<=10"
"Epoetin alfa 30,000units/0.75ml solution for injection pre-filled syringes",21179996,"<=10","<=10"
"Epoetin beta",21253552,"<=10","17"
"Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes",36815918,"59","<=10"
"Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes",36815921,"27","<=10"
"Epoetin beta 20,000units/0.6ml solution for injection pre-filled syringes",21311099,"36","<=10"
"Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes",36815923,"11","<=10"
"Epoetin beta 30,000units/0.6ml solution for injection pre-filled syringes",36815922,"200","<=10"
"Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes",36815924,"<=10","<=10"
"Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes",36815926,"<=10","<=10"
"Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes",36815929,"<=10","<=10"
"Epoprostenol",21272175,"<=10","2016"
"Epoprostenol 500microgram powder and solvent (pH12) for solution for infusion vials",40698703,"60","<=10"
"Eprosartan",21216451,"<=10","<=10"
"Eptacog alfa (activated)",21253670,"<=10","<=10"
"Eptacog alfa (activated) 1mg (50,000unit) powder and solvent for solution for injection vials",21179788,"<=10","<=10"
"Eptacog alfa (activated) 2mg (100,000unit) powder and solvent for solution for injection vials",21310352,"<=10","<=10"
"Eptifibatide",21179003,"<=10","183"
"Eptifibatide 20mg/10ml solution for injection vials",36815936,"<=10","<=10"
"Eptifibatide 75mg/100ml solution for infusion vials",36815938,"<=10","<=10"
"Erdosteine",21272362,"<=10","22"
"Erenumab 70mg/1ml solution for injection pre-filled disposable devices",36815940,"<=10","<=10"
"Ergocalciferol",21272176,"<=10","29"
"Ergocalciferol 300,000units/1ml solution for injection ampoules",21255474,"109","<=10"
"Ergometrine 500micrograms/1ml / Oxytocin 5units/1ml solution for injection ampoules",36815942,"1413","<=10"
"Ergometrine 500micrograms/1ml solution for injection ampoules",36815943,"446","<=10"
"Eribulin 880micrograms/2ml solution for injection vials",21254237,"43","<=10"
"Ertapenem",21253553,"<=10","989"
"Ertapenem 1g powder for solution for infusion vials",21199486,"324","<=10"
"Erythromycin",21235061,"<=10","4440"
"Erythromycin 1g powder for solution for infusion vials",21199498,"617","<=10"
"Erythromycin 250mg gastro-resistant tablets",21311737,"1232","<=10"
"Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion",21180985,"<=10","<=10"
"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free",21274312,"150","<=10"
"Escitalopram",21253602,"<=10","800"
"Escitalopram-containing product",4191952,"<=10","20"
"Escitalopram 10mg tablets",21255488,"525","<=10"
"Escitalopram 20mg tablets",21311160,"297","<=10"
"Escitalopram 5mg tablets",21255159,"290","<=10"
"Eslicarbazepine",21216670,"<=10","225"
"Eslicarbazepine 200mg tablets",40698605,"119","<=10"
"Eslicarbazepine 800mg tablets",21217241,"78","<=10"
"Eslicarbazepine acetate",40698602,"<=10","<=10"
"Esmolol",21197911,"<=10","<=10"
"Esmolol 2.5g/250ml infusion bags",21217231,"143","<=10"
"Esomeprazole",21234982,"<=10","17154"
"Esomeprazole 10mg gastro-resistant granules sachets",21272936,"23","<=10"
"Esomeprazole 20mg gastro-resistant capsules",21179666,"68","<=10"
"Esomeprazole 20mg gastro-resistant tablets",21218587,"494","<=10"
"Esomeprazole 40mg gastro-resistant capsules",21254269,"56","<=10"
"Esomeprazole 40mg gastro-resistant tablets",21292954,"269","<=10"
"Estradiol",21197919,"<=10","359"
"Estradiol",21215873,"<=10","63"
"Estradiol + Norethisterone",21272343,"<=10","<=10"
"Estradiol 0.06% gel",21274117,"110","<=10"
"Estradiol 10microgram pessaries",21272901,"16","<=10"
"Estradiol 1mg / Dydrogesterone 5mg tablets",21181011,"48","156"
"Estradiol 1mg / Norethisterone acetate 500microgram tablets",21255548,"96","<=10"
"Estradiol 1mg gel sachets",21180878,"<=10","<=10"
"Estradiol 1mg tablets",21180963,"35","<=10"
"Estradiol 2mg / Norethisterone acetate 1mg tablets",21199791,"38","<=10"
"Estradiol 2mg tablets",21255563,"24","<=10"
"Estradiol 40micrograms/24hours transdermal patches",36815979,"<=10","<=10"
"Estradiol 4mg / Norethisterone 1mg tablets",21218427,"<=10","<=10"
"Estradiol 500micrograms / Dydrogesterone 2.5mg tablets",21179524,"32","<=10"
"Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches",36815980,"80","<=10"
"Estradiol valerate 1mg tablets",21292867,"<=10","<=10"
"Estradiol valerate 2mg tablets",21199821,"28","<=10"
"Estriol",21272177,"<=10","<=10"
"Estriol 0.01% cream with applicator",21274154,"65","<=10"
"Estriol 0.1% cream",21218517,"109","<=10"
"Etanercept",21290812,"<=10","<=10"
"Etanercept 50mg/1ml solution for injection pre-filled syringes",21254838,"<=10","<=10"
"Ethambutol",21216452,"<=10","152"
"Ethambutol 100mg tablets",21311410,"207","<=10"
"Ethambutol 400mg tablets",21180872,"107","<=10"
"Ethanol",21197861,"<=10","<=10"
"Ethanol 100% solution for injection 2ml ampoules",21291616,"<=10","<=10"
"Ethinylestradiol + Drospirenone",21216628,"<=10","21"
"Ethinylestradiol 20microgram / Desogestrel 150microgram tablets",21255600,"<=10","<=10"
"Ethinylestradiol 20microgram / Gestodene 75microgram tablets",21255553,"<=10","<=10"
"Ethinylestradiol 30microgram / Desogestrel 150microgram tablets",21218534,"21","<=10"
"Ethinylestradiol 30microgram / Drospirenone 3mg tablets",21199862,"14","<=10"
"Ethinylestradiol 30microgram / Gestodene 75microgram tablets",21218476,"19","<=10"
"Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets",21218631,"43","<=10"
"Ethinylestradiol 35microgram / Norethisterone 500microgram tablets",21311649,"<=10","<=10"
"Ethinylestradiol 35microgram / Norgestimate 250microgram tablets",21255719,"<=10","<=10"
"Ethosuximide-containing product",4259144,"<=10","<=10"
"Ethosuximide 250mg capsules",21218592,"21","<=10"
"Etilefrine 5mg tablets",21291467,"23","<=10"
"Etodolac",21197760,"<=10","<=10"
"Etomidate",21216453,"<=10","<=10"
"Etomidate 20mg/10ml solution for injection ampoules",21218068,"<=10","<=10"
"Etoposide",21272179,"<=10","550"
"Etoposide 100mg capsules",21180705,"33","<=10"
"Etoposide 100mg/5ml solution for infusion vials",36816000,"118","<=10"
"Etoposide 500mg/25ml concentrate for solution for infusion vials",40697663,"<=10","<=10"
"Etoposide 500mg/25ml solution for infusion vials",21236546,"1770","<=10"
"Etoposide 50mg capsules",21236749,"23","<=10"
"Etoricoxib",21290866,"<=10","81"
"Etoricoxib 30mg tablets",21198712,"<=10","<=10"
"Etoricoxib 60mg tablets",21292783,"<=10","<=10"
"Etravirine 200mg tablets",21235584,"83","<=10"
"Evolocumab",21198020,"<=10","<=10"
"Evolocumab 140mg/1ml solution for injection pre-filled disposable devices",21272598,"<=10","<=10"
"Exemestane",21178942,"<=10","314"
"Exemestane 25mg tablets",21218529,"118","<=10"
"Exenatide",21253723,"<=10","57"
"Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices",21254005,"<=10","<=10"
"Exorex lotion",21259256,"<=10","31"
"Ezetimibe",21272219,"<=10","3142"
"Ezetimibe 10mg tablets",21236737,"1593","<=10"
"Factor IX",21178528,"<=10","<=10"
"Factor VIII",21178523,"<=10","76"
"Factor VIII (dried fraction) 500unit / von Willebrand factor powder and solvent for solution for injection vials",21180283,"<=10","<=10"
"Factor VIII Inhibitor Bypassing Fraction",21216642,"<=10","119"
"Factor XI 1,000unit powder and solvent for solution for infusion vials",21254344,"<=10","<=10"
"Famotidine",21178943,"<=10","1290"
"Famotidine 20mg tablets",21181033,"473","<=10"
"Famotidine 40mg tablets",21237057,"<=10","<=10"
"Fampridine 10mg modified-release tablets",21198447,"73","<=10"
"Febuxostat",21235173,"<=10","369"
"Febuxostat 120mg tablets",21291564,"120","<=10"
"Febuxostat 80mg tablets",21179684,"95","<=10"
"Felodipine",21178944,"<=10","4522"
"Felodipine 10mg modified-release tablets",21181132,"240","<=10"
"Felodipine 2.5mg modified-release tablets",21255732,"235","<=10"
"Felodipine 5mg modified-release tablets",21181133,"259","<=10"
"Fenofibrate",21253699,"<=10","1032"
"Fenofibrate micronised 160mg tablets",21274183,"24","<=10"
"Fenofibrate micronised 200mg capsules",21292842,"42","<=10"
"Fenofibrate micronised 267mg capsules",21218482,"17","<=10"
"Fenofibrate micronised 67mg capsules",21274185,"22","<=10"
"Fentanyl",21272181,"<=10","7611"
"Fentanyl 100microgram buccal tablets sugar free",21179764,"<=10","<=10"
"Fentanyl 100microgram sublingual tablets sugar free",21235787,"1823","<=10"
"Fentanyl 100micrograms/2ml solution for injection ampoules",36816017,"92009","<=10"
"Fentanyl 100micrograms/hour transdermal patches",36816018,"163","<=10"
"Fentanyl 12micrograms/hour transdermal patches",21199104,"461","<=10"
"Fentanyl 200microgram buccal tablets sugar free",21254379,"154","<=10"
"Fentanyl 200microgram lozenges",21274231,"134","<=10"
"Fentanyl 200microgram sublingual tablets sugar free",21217304,"212","<=10"
"Fentanyl 25micrograms/hour transdermal patches",36816019,"582","<=10"
"Fentanyl 37.5microgram/hour transdermal patches",21254064,"34","<=10"
"Fentanyl 400microgram sublingual tablets sugar free",21273005,"83","<=10"
"Fentanyl 500micrograms/10ml solution for injection ampoules",36816020,"111304","<=10"
"Fentanyl 50micrograms/hour transdermal patches",36816021,"329","<=10"
"Fentanyl 600microgram sublingual tablets sugar free",21254383,"198","<=10"
"Fentanyl 75micrograms/hour transdermal patches",36816022,"143","<=10"
