"condition_concept_name","condition_concept_id","UCLH","UHB"
"Exposure to flames in controlled fire, not in building or structure",45575978,"<=10","<=10"
"Exposure to flames in uncontrolled fire in building or structure",45551923,"<=10","<=10"
"Exposure to ignition of highly flammable material, farm",42503233,"<=10","<=10"
"Exposure to ignition of highly flammable material, home",42503226,"<=10","18"
"Exposure to ignition of highly flammable material, industrial and construction area",42503232,"<=10","<=10"
"Exposure to ignition of highly flammable material, school, other institution and public administrative area",42503228,"<=10","<=10"
"Exposure to ignition of highly flammable material, street and highway",42503230,"<=10","<=10"
"Exposure to ignition of highly flammable material, trade and service area",42503231,"<=10","<=10"
"Exposure to ignition of highly flammable material, unspecified place",42503235,"<=10","<=10"
"Exposure to ignition of plastic jewelry",45537462,"<=10","<=10"
"Exposure to ignition or melting of nightwear, home",42503237,"<=10","<=10"
"Exposure to ignition or melting of other clothing and apparel, unspecified place",42503257,"<=10","<=10"
"Exposure to non-mechanical force",4021231,"<=10","<=10"
"Exposure to other and unspecified animate mechanical forces, farm",42502870,"<=10","<=10"
"Exposure to other and unspecified animate mechanical forces, home",42502863,"<=10","<=10"
"Exposure to other and unspecified animate mechanical forces, school, other institution and public administrative area",42502865,"<=10","<=10"
"Exposure to other electric current",45590508,"<=10","<=10"
"Exposure to other inanimate mechanical forces",45580818,"<=10","<=10"
"Exposure to other noise",45575942,"<=10","<=10"
"Exposure to other pollution",45581050,"<=10","<=10"
"Exposure to other specified electric current, industrial and construction area",42503078,"<=10","<=10"
"Exposure to other specified factors, home",42503813,"<=10","16"
"Exposure to other specified factors, other specified places",42503821,"<=10","<=10"
"Exposure to other specified factors, residential institution",42503814,"<=10","<=10"
"Exposure to other specified factors, school, other institution and public administrative area",42503815,"<=10","24"
"Exposure to other specified factors, street and highway",42503817,"<=10","<=10"
"Exposure to other specified factors, unspecified place",42503822,"<=10","<=10"
"Exposure to other specified smoke, fire and flames, unspecified place",42503268,"<=10","<=10"
"Exposure to radiation",438630,"<=10","<=10"
"Exposure to radiation",45542443,"<=10","<=10"
"Exposure to radiofrequency",45556649,"<=10","<=10"
"Exposure to sunlight, home",42503517,"<=10","<=10"
"Exposure to supersonic waves",45566208,"<=10","<=10"
"Exposure to tobacco smoke",45595530,"83","18"
"Exposure to tuberculosis",43530675,"<=10","<=10"
"Exposure to uncontrolled fire in building or structure, unspecified place",42503191,"<=10","<=10"
"Exposure to uncontrolled fire, not in building or structure, unspecified place",42503202,"<=10","<=10"
"Exposure to unspecified factor causing fracture",45575993,"15","34"
"Exposure to unspecified factor causing other and unspecified injury",45600198,"422","502"
"Exposure to unspecified man-made visible and ultraviolet light",45566238,"<=10","<=10"
"Exposure to unspecified smoke, fire and flames, home",42503270,"<=10","<=10"
"Exposure to unspecified smoke, fire and flames, other specified places",42503278,"<=10","<=10"
"Exposure to unspecified smoke, fire and flames, unspecified place",42503279,"<=10","<=10"
"Expressive dysphasia",4039734,"<=10","<=10"
"Expressive language disorder",45595921,"18","19"
"Exstrophy of bladder sequence",197667,"108","<=10"
"Exstrophy of cloaca sequence",4048434,"13","<=10"
"Exstrophy of urinary bladder",45592381,"24","<=10"
"Extended beta lactamase producing Escherichia coli isolated in sputum by culture",46273057,"<=10","<=10"
"Extended spectrum betalactamase (ESBL) resistance",45756111,"300","139"
"Extension contracture of metacarpophalangeal joint",4117386,"<=10","<=10"
"Extensor tenosynovitis of wrist",4002154,"<=10","<=10"
"External auditory canal osteoma",4079542,"<=10","<=10"
"External gastric fistula",4057521,"<=10","<=10"
"External hemorrhoids",194382,"<=10","<=10"
"External hordeolum",380403,"<=10","<=10"
"External resorption of tooth",442107,"<=10","<=10"
"External stoma fistula",4341795,"<=10","<=10"
"Extra-adrenal paraganglioma",4120307,"<=10","<=10"
"Extracorporeal dialysis",45537649,"<=10","<=10"
"Extradural and subdural abscess, unspecified",45605527,"11","16"
"Extradural intracranial hematoma",4176148,"<=10","<=10"
"Extramammary Paget's disease of skin",4112758,"<=10","<=10"
"Extramedullary hematopoiesis",4180460,"<=10","<=10"
"Extramedullary plasmacytoma",45581252,"<=10","<=10"
"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma)",40482893,"<=10","<=10"
"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma]",45537871,"87","17"
"Extranodal NK/T-cell lymphoma, nasal type",45571566,"<=10","<=10"
"Extrapyramidal and movement disorder, unspecified",45557225,"<=10","11"
"Extrapyramidal and movement disorders in diseases classified elsewhere",45562079,"<=10","<=10"
"Extrapyramidal disease",373747,"<=10","<=10"
"Extrapyramidal sign",4183063,"<=10","<=10"
"Extrarenal uraemia",45563300,"<=10","<=10"
"Extraskeletal mesenchymal chondrosarcoma",4297346,"<=10","<=10"
"Extratemporal epilepsy",4009655,"<=10","<=10"
"Extravasation injury",4153362,"<=10","<=10"
"Extravasation of urine from ureter",4127560,"<=10","<=10"
"Extreme insulin resistance with acanthosis nigricans, hirsutism AND abnormal insulin receptors",4084643,"<=10","<=10"
"Extreme obesity with alveolar hypoventilation",4100857,"23","<=10"
"Extreme obesity with alveolar hypoventilation",45581373,"<=10","346"
"Extrinsic allergic alveolitis",444084,"36","<=10"
"Extrinsic obstruction of trachea",4286816,"<=10","<=10"
"Extrinsic ureteral obstruction",4044219,"<=10","<=10"
"Extrusion of penile prosthesis",4128533,"19","<=10"
"Extrusive luxation of tooth",4001494,"12","28"
"Exudative age-related macular degeneration",376966,"<=10","<=10"
"Eye / vision finding",4038502,"<=10","<=10"
"Eye infection",4134613,"36","<=10"
"Fabry's disease",4042934,"<=10","<=10"
"Facial asymmetry",4035630,"14","<=10"
"Facial asymmetry",45544107,"<=10","<=10"
"Facial laceration",4156265,"<=10","<=10"
"Facial myokymia",4028571,"<=10","<=10"
"Facial nerve disorder",378135,"42","<=10"
"Facial neuralgia",43530746,"<=10","<=10"
"Facial palsy",4091559,"33","<=10"
"Facial paresthesia",4318561,"<=10","<=10"
"Facial spasm",4137124,"<=10","<=10"
"Facial swelling",4133326,"51","<=10"
"Facial weakness, lower motor neurone",4093199,"<=10","<=10"
"Facioscapulohumeral muscular dystrophy",4163266,"48","<=10"
"Factitial dermatitis",45553016,"<=10","<=10"
"Factitious disorder",440984,"11","<=10"
"Factor II deficiency",4253058,"<=10","<=10"
"Factor V deficiency",4182879,"<=10","<=10"
"Factor V Leiden mutation",4145702,"157","<=10"
"Factor VII deficiency",4290160,"16","<=10"
"Factor VIII deficiency",4120609,"<=10","<=10"
"Factor XI deficiency",35624800,"29","<=10"
"Factor XII deficiency disease",4188355,"<=10","<=10"
"Factor XIII deficiency disease",4087929,"<=10","<=10"
"Faecal incontinence",45573014,"<=10","988"
"Failed attempted procedure",4304473,"<=10","<=10"
"Failed attempted vaginal birth after previous cesarean section",45757775,"<=10","<=10"
"Failed induction of labor",442333,"44","<=10"
"Failed intubation",4162365,"<=10","<=10"
"Failed medical induction of labor",438491,"<=10","<=10"
"Failed medical induction of labour",45534290,"56","<=10"
"Failed or difficult intubation",45570787,"18","15"
"Failed trial of labor",434436,"<=10","<=10"
"Failure and rejection of other transplanted organs and tissues",45537091,"<=10","32"
"Failure of dental prosthesis",435299,"<=10","<=10"
"Failure of exfoliation of primary tooth",4212110,"<=10","<=10"
"Failure of genital response",45547715,"<=10","37"
"Failure of osseointegration of dental implant",40483536,"<=10","<=10"
"Failure of sterile precautions during surgical and medical care during infusion or transfusion",45605053,"<=10","<=10"
"Failure to gain weight",4270276,"<=10","<=10"
"Failure to progress in labor",4034147,"178","<=10"
"Failure to progress in second stage of labor",4091673,"39","<=10"
"Falciparum malaria",438343,"19","<=10"
"Fall",436583,"187","<=10"
"Fall (on) (from) other stairs and steps",45609681,"<=10","<=10"
"Fall (on) (from) unspecified stairs and steps",45561380,"<=10","25"
"Fall (on)(from) escalator",45542161,"<=10","477"
"Fall (on)(from) incline",45575896,"<=10","<=10"
"Fall (on)(from) sidewalk curb",45542162,"<=10","<=10"
"Fall due to bumping against object",45575911,"<=10","554"
"Fall from bed",436882,"<=10","<=10"
"Fall from dock",45585582,"<=10","<=10"
"Fall from non-moving motorized mobility scooter",45566182,"<=10","<=10"
"Fall from non-moving nonmotorized scooter",45595229,"<=10","<=10"
"Fall from non-moving wheelchair",45595228,"<=10","18"
"Fall from or off toilet",45609700,"<=10","68"
"Fall from playground swing",45547046,"<=10","<=10"
"Fall from toilet seat",434549,"<=10","<=10"
"Fall from tree, home",42502346,"<=10","<=10"
"Fall from tree, unspecified place",42502355,"<=10","<=10"
"Fall from, out of or through balcony",45561381,"<=10","41"
"Fall from, out of or through bridge",45571085,"<=10","<=10"
"Fall from, out of or through building or structure, farm",42502342,"<=10","<=10"
"Fall from, out of or through building or structure, industrial and construction area",42502341,"<=10","<=10"
"Fall from, out of or through building or structure, trade and service area",42502340,"<=10","<=10"
"Fall from, out of or through building, not otherwise specified",45604865,"<=10","12"
"Fall from, out of or through other building or structure",45604864,"<=10","<=10"
"Fall from, out of or through window",45571086,"<=10","<=10"
"Fall in (into) shower or empty bathtub",45542183,"<=10","73"
"Fall in home",4222734,"<=10","<=10"
"Fall into empty swimming pool",45542182,"<=10","<=10"
"Fall into hole",45547059,"<=10","<=10"
"Fall into storm drain or manhole",45595243,"<=10","<=10"
"Fall into well",45542179,"<=10","24"
"Fall involving bed, home",42502258,"<=10","175"
"Fall involving bed, residential institution",42502259,"<=10","44"
"Fall involving bed, school, other institution and public administrative area",42502261,"<=10","46"
"Fall involving bed, unspecified place",42502268,"<=10","<=10"
"Fall involving chair, home",42502270,"<=10","95"
"Fall involving chair, residential institution",42502271,"<=10","20"
"Fall involving chair, school, other institution and public administrative area",42502272,"<=10","14"
"Fall involving chair, trade and service area",42502275,"<=10","<=10"
"Fall involving chair, unspecified place",42502279,"<=10","<=10"
"Fall involving ice-skates, skis, roller-skates or skateboards, home",42502214,"<=10","<=10"
"Fall involving ice-skates, skis, roller-skates or skateboards, other specified places",42502222,"<=10","<=10"
"Fall involving ice-skates, skis, roller-skates or skateboards, sports and athletic area",42502217,"<=10","<=10"
"Fall involving ice-skates, skis, roller-skates or skateboards, unspecified place",42502223,"<=10","<=10"
"Fall involving other furniture, home",42502281,"<=10","23"
"Fall involving other furniture, other specified places",42502289,"<=10","<=10"
"Fall involving playground equipment, sports and athletic area",42502295,"<=10","<=10"
"Fall involving wheelchair, other specified places",42502255,"<=10","<=10"
"Fall involving wheelchair, unspecified place",42502256,"<=10","<=10"
"Fall on and from ladder, home",42502314,"<=10","71"
"Fall on and from ladder, industrial and construction area",42502320,"<=10","<=10"
"Fall on and from ladder, other specified places",42502322,"<=10","<=10"
"Fall on and from ladder, street and highway",42502318,"<=10","<=10"
"Fall on and from ladder, trade and service area",42502319,"<=10","<=10"
"Fall on and from ladder, unspecified place",42501999,"<=10","19"
"Fall on and from scaffolding, home",42502324,"<=10","<=10"
"Fall on and from scaffolding, industrial and construction area",42502330,"<=10","<=10"
"Fall on and from scaffolding, unspecified place",42502333,"<=10","<=10"
"Fall on and from stairs and steps, industrial and construction area",42502309,"<=10","<=10"
"Fall on and from stairs and steps, sports and athletic area",42502306,"<=10","<=10"
"Fall on and from stairs and steps, street and highway",42502307,"<=10","<=10"
"Fall on and from stairs and steps, trade and service area",42502308,"<=10","12"
"Fall on or from other playground equipment",45580773,"<=10","<=10"
"Fall on or from playground slide",45600106,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, home",42502225,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, other specified places",42502233,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, residential institution",42502226,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, sports and athletic area",42502228,"<=10","11"
"Fall on same level due to collision with, or pushing by, another person, street and highway",42502229,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, trade and service area",42502230,"<=10","<=10"
"Fall on same level due to collision with, or pushing by, another person, unspecified place",42502234,"<=10","<=10"
"Fall on same level due to ice and snow",45561373,"<=10","16"
"Fall on same level from slipping, tripping and stumbling with subsequent striking against object",45542159,"<=10","60"
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object",45590431,"<=10","709"
"Fall on same level from slipping, tripping and stumbling, industrial and construction area",42502209,"<=10","<=10"
"Fall on same level from slipping, tripping and stumbling, other specified places",42502211,"<=10","38"
"Fall on same level from slipping, tripping and stumbling, school, other institution and pbulic administrative area",42502205,"<=10","56"
"Fall on same level from slipping, tripping and stumbling, sports and athletic area",42502206,"<=10","<=10"
"Fall on same level from slipping, tripping and stumbling, street and highway",42502207,"<=10","118"
"Fall on same level from slipping, tripping and stumbling, trade and service area",42502208,"<=10","22"
"Fall on same level from slipping, tripping and stumbling, unspecified place",42502212,"<=10","51"
"Fall on same level involving ice and snow, other specified places",42502200,"<=10","<=10"
"Fall on same level involving ice and snow, street and highway",42502196,"<=10","11"
"Fall on same level involving ice and snow, trade and service area",42502197,"<=10","<=10"
"Fall through floor",45551838,"<=10","<=10"
"Fall while being carried or supported by other persons, home",42502236,"<=10","<=10"
"Fall while being carried or supported by other persons, residential institution",42502237,"<=10","<=10"
"Falling injury",432787,"<=10","<=10"
"Falling, jumping or pushed from a high place, undetermined intent, home",42504712,"<=10","<=10"
"Falling, lying or running before or into moving object, undetermined intent, street and highway",42504727,"<=10","<=10"
"Fallopian tube absent",4129481,"<=10","<=10"
"Fallopian tube normal",4179896,"<=10","<=10"
"Falls",4059015,"1142","<=10"
"Falls infrequently",4184244,"<=10","<=10"
"False labour before 37 completed weeks of gestation",45582556,"68","<=10"
"Familial amyloid polyneuropathy",4173311,"<=10","<=10"
"Familial amyloid polyneuropathy, type VI",4201143,"<=10","<=10"
"Familial combined hyperlipidemia",4079876,"<=10","<=10"
"Familial dysautonomia",4104196,"28","<=10"
"Familial dysautonomia [Riley-Day]",45581521,"<=10","<=10"
"Familial eosinophilia",4193787,"<=10","<=10"
"Familial erythrocytosis",45576416,"<=10","<=10"
"Familial hemiplegic migraine",4318867,"<=10","<=10"
"Familial hemophagocytic lymphohistiocytosis",4161829,"<=10","<=10"
"Familial hypercholesterolemia",4134862,"25","<=10"
"Familial long QT syndrome",40479232,"<=10","<=10"
"Familial Mediterranean fever",193445,"<=10","<=10"
"Familial multiple polyposis syndrome",4248251,"19","<=10"
"Familial neutropenia",4085181,"<=10","<=10"
"Familial non-neuropathic amyloidosis",4030362,"<=10","<=10"
"Familial polycythemia vera",4131920,"19","<=10"
"Familial x-linked hypophosphatemic vitamin D refractory rickets",4305482,"36","<=10"
"Family history of alcohol abuse",45552111,"19","<=10"
"Family history of arthritis and other diseases of the musculoskeletal system and connective tissue",45595546,"51","16"
"Family history of asthma",4051241,"<=10","<=10"
"Family history of asthma and other chronic lower respiratory diseases",45547346,"<=10","56"
